Word	start_frame	end_frame	chunk	interval_id
symptoms	47.0	53.0	966	112528
into	53.0	57.0	966	112528
WebMD	57.0	65.0	966	112528
and	65.0	71.0	966	112528
told	71.0	80.0	966	112528
me	80.0	81.0	966	112528
I'm	81.0	90.0	966	112528
pregnant	90.0	93.0	966	112528
that's	93.0	99.0	966	112528
what	99.0	104.0	966	112528
season	0.0	2.0	967	17393
1	2.0	4.0	967	17393
also	4.0	11.0	967	17393
bought	11.0	16.0	967	17393
a	16.0	16.0	967	17393
taser	16.0	23.0	967	17393
what	23.0	35.0	967	17393
pretend	0.0	4.0	968	24075
everything	4.0	10.0	968	24075
is	10.0	11.0	968	24075
pretend	11.0	22.0	968	24075
and	22.0	29.0	968	24075
I	29.0	34.0	968	24075
I	0.0	10.0	969	20465
think	10.0	13.0	969	20465
we	13.0	14.0	969	20465
need	14.0	17.0	969	20465
to	17.0	17.0	969	20465
be	17.0	20.0	969	20465
more	20.0	22.0	969	20465
like	22.0	23.0	969	20465
a	23.0	28.0	969	20465
shield	28.0	31.0	969	20465
when	31.0	32.0	969	20465
we	32.0	34.0	969	20465
see	34.0	35.0	969	20465
a	35.0	37.0	969	20465
problem	37.0	41.0	969	20465
creative	41.0	52.0	969	20465
solution	52.0	59.0	969	20465
like	59.0	61.0	969	20465
right	61.0	65.0	969	20465
now	65.0	75.0	969	20465
may	0.0	64.0	970	25521
I	64.0	70.0	970	25521
you'll	0.0	3.0	971	110875
get	3.0	6.0	971	110875
so	6.0	9.0	971	110875
many	9.0	12.0	971	110875
gifts	12.0	15.0	971	110875
that	15.0	17.0	971	110875
you	17.0	18.0	971	110875
won't	18.0	21.0	971	110875
need	21.0	21.0	971	110875
to	21.0	24.0	971	110875
go	24.0	26.0	971	110875
to	26.0	27.0	971	110875
the	27.0	29.0	971	110875
mall	29.0	30.0	971	110875
hopefully	30.0	71.0	971	110875
I	0.0	1.0	972	17322
haven't	1.0	12.0	972	17322
told	12.0	15.0	972	17322
you	15.0	16.0	972	17322
yet	16.0	18.0	972	17322
I'm	18.0	22.0	972	17322
very	22.0	27.0	972	17322
thankful	27.0	30.0	972	17322
for	30.0	39.0	972	17322
all	39.0	42.0	972	17322
of	42.0	45.0	972	17322
you	45.0	46.0	972	17322
and	46.0	55.0	972	17322
I	55.0	57.0	972	17322
tell	57.0	61.0	972	17322
you	61.0	61.0	972	17322
everyday	61.0	66.0	972	17322
but	66.0	70.0	972	17322
I	70.0	72.0	972	17322
am	72.0	73.0	972	17322
so	73.0	75.0	972	17322
thankful	75.0	78.0	972	17322
for	78.0	81.0	972	17322
all	81.0	84.0	972	17322
of	84.0	87.0	972	17322
you	87.0	156.0	972	17322
I'm	156.0	162.0	972	17322
thankful	162.0	168.0	972	17322
for	168.0	172.0	972	17322
the	172.0	180.0	972	17322
I've	0.0	0.0	973	19568
been	0.0	1.0	973	19568
doing	1.0	4.0	973	19568
the	4.0	6.0	973	19568
show	6.0	9.0	973	19568
for	9.0	12.0	973	19568
about	12.0	13.0	973	19568
10	13.0	18.0	973	19568
years	18.0	19.0	973	19568
now	19.0	22.0	973	19568
and	22.0	37.0	973	19568
and	37.0	49.0	973	19568
I	49.0	51.0	973	19568
keep	51.0	54.0	973	19568
doing	54.0	57.0	973	19568
it	57.0	60.0	973	19568
for	60.0	63.0	973	19568
one	63.0	66.0	973	19568
reason	66.0	79.0	973	19568
and	0.0	2.0	974	110263
enjoy	2.0	8.0	974	110263
yourselves	8.0	14.0	974	110263
and	14.0	23.0	974	110263
I	23.0	25.0	974	110263
hope	25.0	29.0	974	110263
you	29.0	31.0	974	110263
laugh	31.0	37.0	974	110263
and	37.0	46.0	974	110263
I	46.0	47.0	974	110263
hope	47.0	50.0	974	110263
some	50.0	53.0	974	110263
of	53.0	55.0	974	110263
you	55.0	56.0	974	110263
a	56.0	58.0	974	110263
good	58.0	61.0	974	110263
fall	61.0	65.0	974	110263
and	65.0	77.0	974	110263
you	77.0	94.0	974	110263
will	94.0	95.0	974	110263
be	95.0	97.0	974	110263
amazed	97.0	101.0	974	110263
snorting	101.0	107.0	974	110263
You	107.0	111.0	974	110263
made	0.0	0.0	975	111774
you	0.0	2.0	975	111774
aware	2.0	3.0	975	111774
of	3.0	8.0	975	111774
that	8.0	11.0	975	111774
like	11.0	15.0	975	111774
like	15.0	22.0	975	111774
one	0.0	0.0	976	109552
know	0.0	6.0	976	109552
what	6.0	19.0	976	109552
happens	19.0	25.0	976	109552
you	25.0	27.0	976	109552
call	27.0	31.0	976	109552
the	31.0	33.0	976	109552
number	33.0	37.0	976	109552
and	37.0	40.0	976	109552
it	40.0	42.0	976	109552
rings	42.0	45.0	976	109552
and	45.0	58.0	976	109552
then	58.0	60.0	976	109552
it	60.0	61.0	976	109552
rings	61.0	66.0	976	109552
want	0.0	2.0	978	17832
my	2.0	3.0	978	17832
dollar	3.0	9.0	978	17832
back	9.0	11.0	978	17832
so	11.0	14.0	978	17832
that's	14.0	18.0	978	17832
good	18.0	20.0	978	17832
if	20.0	36.0	978	17832
you	36.0	38.0	978	17832
haven't	38.0	42.0	978	17832
played	42.0	47.0	978	17832
and	0.0	38.0	979	22164
day	0.0	0.0	980	20261
hundreds	0.0	8.0	980	20261
of	8.0	8.0	980	20261
them	8.0	9.0	980	20261
usually	9.0	23.0	980	20261
it's	23.0	26.0	980	20261
our	26.0	27.0	980	20261
food	27.0	32.0	980	20261
but	32.0	42.0	980	20261
anything	42.0	72.0	980	20261
about	72.0	77.0	980	20261
these	77.0	83.0	980	20261
these	83.0	86.0	980	20261
cameras	86.0	96.0	980	20261
with	96.0	99.0	980	20261
the	99.0	99.0	980	20261
phones	99.0	123.0	980	20261
with	123.0	125.0	980	20261
the	125.0	126.0	980	20261
cameras	126.0	131.0	980	20261
in	131.0	132.0	980	20261
it	132.0	134.0	980	20261
you	134.0	135.0	980	20261
take	135.0	138.0	980	20261
a	138.0	140.0	980	20261
picture	140.0	144.0	980	20261
and	144.0	144.0	980	20261
if	144.0	146.0	980	20261
you	146.0	147.0	980	20261
don't	147.0	149.0	980	20261
like	149.0	152.0	980	20261
it	152.0	155.0	980	20261
you	155.0	162.0	980	20261
just	162.0	165.0	980	20261
take	165.0	168.0	980	20261
another	168.0	171.0	980	20261
one	171.0	174.0	980	20261
or	174.0	176.0	980	20261
you	176.0	177.0	980	20261
delete	177.0	179.0	980	20261
it	179.0	183.0	980	20261
it's	183.0	186.0	980	20261
just	186.0	186.0	980	20261
so	186.0	189.0	980	20261
easy	189.0	192.0	980	20261
we	192.0	200.0	980	20261
take	200.0	203.0	980	20261
it	203.0	204.0	980	20261
for	204.0	204.0	980	20261
granted	204.0	210.0	980	20261
because	210.0	213.0	980	20261
the	213.0	224.0	980	20261
way	224.0	234.0	980	20261
we	234.0	236.0	980	20261
used	236.0	237.0	980	20261
to	237.0	240.0	980	20261
take	240.0	243.0	980	20261
pictures	243.0	258.0	980	20261
Pro	0.0	13.0	981	110074
if	13.0	16.0	981	110074
I'm	16.0	19.0	981	110074
on	19.0	21.0	981	110074
stage	21.0	32.0	981	110074
lot	0.0	2.0	982	110644
I	2.0	4.0	982	110644
talked	4.0	7.0	982	110644
about	7.0	8.0	982	110644
it	8.0	11.0	982	110644
last	11.0	13.0	982	110644
week	13.0	17.0	982	110644
today	17.0	25.0	982	110644
I	25.0	28.0	982	110644
want	28.0	31.0	982	110644
to	31.0	31.0	982	110644
talk	31.0	32.0	982	110644
about	32.0	35.0	982	110644
something	35.0	43.0	982	110644
else	43.0	43.0	982	110644
and	43.0	47.0	982	110644
involves	47.0	53.0	982	110644
people	53.0	56.0	982	110644
from	56.0	61.0	982	110644
other	61.0	62.0	982	110644
countries	62.0	67.0	982	110644
who	67.0	73.0	982	110644
speak	73.0	74.0	982	110644
foreign	74.0	82.0	982	110644
languages	82.0	89.0	982	110644
customer	89.0	103.0	982	110644
service	103.0	110.0	982	110644
hotlines	110.0	148.0	982	110644
yesterday	148.0	163.0	982	110644
I	163.0	167.0	982	110644
had	167.0	169.0	982	110644
to	169.0	173.0	982	110644
call	173.0	181.0	982	110644
a	181.0	182.0	982	110644
customer	182.0	187.0	982	110644
service	187.0	197.0	982	110644
line	197.0	209.0	982	110644
then	209.0	218.0	982	110644
of	218.0	218.0	982	110644
your	218.0	220.0	982	110644
business	220.0	224.0	982	110644
what	224.0	229.0	982	110644
it	229.0	229.0	982	110644
was	229.0	230.0	982	110644
for	230.0	232.0	982	110644
and	232.0	253.0	982	110644
it	253.0	254.0	982	110644
doesn't	254.0	259.0	982	110644
matter	259.0	260.0	982	110644
how	260.0	268.0	982	110644
many	268.0	268.0	982	110644
of	268.0	271.0	982	110644
you	271.0	272.0	982	110644
have	272.0	274.0	982	110644
called	274.0	281.0	982	110644
a	281.0	283.0	982	110644
helpline	283.0	292.0	982	110644
was	0.0	3.0	983	110182
beeping	3.0	7.0	983	110182
apparently	7.0	21.0	983	110182
my	21.0	35.0	983	110182
for	0.0	1.0	985	19901
another	1.0	4.0	985	19901
minute	4.0	10.0	985	19901
before	10.0	12.0	985	19901
they	12.0	18.0	985	19901
balance	18.0	27.0	985	19901
their	27.0	28.0	985	19901
checkbook	28.0	39.0	985	19901
because	39.0	45.0	985	19901
even	45.0	49.0	985	19901
if	49.0	52.0	985	19901
the	52.0	60.0	985	19901
cashier	60.0	67.0	985	19901
that	67.0	69.0	985	19901
actually	69.0	76.0	985	19901
becoming	76.0	82.0	985	19901
rare	82.0	91.0	985	19901
now	91.0	94.0	985	19901
which	94.0	99.0	985	19901
I	99.0	100.0	985	19901
and	0.0	5.0	986	20263
then	5.0	9.0	986	20263
he	9.0	20.0	986	20263
had	20.0	23.0	986	20263
to	23.0	24.0	986	20263
get	24.0	26.0	986	20263
the	26.0	26.0	986	20263
photos	26.0	32.0	986	20263
developed	32.0	36.0	986	20263
and	36.0	45.0	986	20263
then	45.0	47.0	986	20263
you'd	47.0	50.0	986	20263
see	50.0	51.0	986	20263
oh	51.0	58.0	986	20263
Crunch	0.0	2.0	987	17708
really	2.0	7.0	987	17708
a	7.0	8.0	987	17708
captain	8.0	14.0	987	17708
at	14.0	19.0	987	17708
all	19.0	23.0	987	17708
is	23.0	26.0	987	17708
he	26.0	35.0	987	17708
looking	0.0	5.0	988	21495
for	5.0	6.0	988	21495
a	6.0	9.0	988	21495
topless	9.0	14.0	988	21495
maid	14.0	30.0	988	21495
it	0.0	28.0	989	25559
excited	28.0	79.0	989	25559
it	79.0	104.0	989	25559
but	0.0	17.0	990	112677
when	17.0	20.0	990	112677
my	20.0	21.0	990	112677
own	21.0	24.0	990	112677
personal	24.0	30.0	990	112677
her	30.0	35.0	990	112677
or	35.0	39.0	990	112677
something	39.0	44.0	990	112677
like	44.0	48.0	990	112677
that	48.0	48.0	990	112677
that's	48.0	54.0	990	112677
I	54.0	66.0	990	112677
would	66.0	69.0	990	112677
walk	69.0	74.0	990	112677
around	74.0	75.0	990	112677
with	75.0	81.0	990	112677
it	81.0	83.0	990	112677
all	83.0	84.0	990	112677
the	84.0	86.0	990	112677
time	86.0	97.0	990	112677
best	0.0	1.0	991	107506
deal	1.0	6.0	991	107506
after	6.0	15.0	991	107506
2	15.0	18.0	991	107506
months	18.0	22.0	991	107506
of	22.0	24.0	991	107506
not	24.0	27.0	991	107506
using	27.0	30.0	991	107506
it	30.0	34.0	991	107506
you	34.0	36.0	991	107506
realise	36.0	39.0	991	107506
you	39.0	43.0	991	107506
know	43.0	43.0	991	107506
what	43.0	46.0	991	107506
you	46.0	48.0	991	107506
need	48.0	55.0	991	107506
to	55.0	57.0	991	107506
do	57.0	60.0	991	107506
you	60.0	67.0	991	107506
buy	67.0	69.0	991	107506
a	69.0	70.0	991	107506
treadmill	70.0	75.0	991	107506
for	75.0	79.0	991	107506
your	79.0	82.0	991	107506
house	82.0	87.0	991	107506
because	87.0	94.0	991	107506
you'll	94.0	108.0	991	107506
stay	108.0	109.0	991	107506
home	109.0	115.0	991	107506
you	115.0	123.0	991	107506
get	123.0	126.0	991	107506
the	126.0	127.0	991	107506
most	127.0	129.0	991	107506
expensive	129.0	139.0	991	107506
treadmill	139.0	147.0	991	107506
because	147.0	154.0	991	107506
you're	154.0	157.0	991	107506
serious	157.0	163.0	991	107506
this	163.0	165.0	991	107506
time	165.0	181.0	991	107506
gifts	0.0	3.0	992	18583
that	3.0	3.0	992	18583
we	3.0	6.0	992	18583
give	6.0	9.0	992	18583
away	9.0	11.0	992	18583
later	11.0	18.0	992	18583
so	18.0	29.0	992	18583
I'm	29.0	33.0	992	18583
going	33.0	35.0	992	18583
to	35.0	36.0	992	18583
dance	36.0	39.0	992	18583
through	39.0	42.0	992	18583
the	42.0	44.0	992	18583
aisles	44.0	48.0	992	18583
so	48.0	60.0	992	18583
most	0.0	0.0	993	22424
important	0.0	2.0	993	22424
thing	2.0	6.0	993	22424
always	6.0	17.0	993	22424
I	0.0	41.0	994	24451
mean	41.0	44.0	994	24451
we	44.0	45.0	994	24451
are	45.0	47.0	994	24451
headed	47.0	53.0	994	24451
into	53.0	56.0	994	24451
the	56.0	59.0	994	24451
year	59.0	63.0	994	24451
2013	63.0	80.0	994	24451
I	80.0	81.0	994	24451
thought	81.0	84.0	994	24451
would	84.0	87.0	994	24451
be	87.0	89.0	994	24451
flying	89.0	93.0	994	24451
around	93.0	98.0	994	24451
jetpacks	98.0	114.0	994	24451
and	114.0	117.0	994	24451
then	117.0	119.0	994	24451
drinking	119.0	126.0	994	24451
Starbucks	126.0	146.0	994	24451
on	146.0	150.0	994	24451
the	150.0	152.0	994	24451
Moon	152.0	155.0	994	24451
by	155.0	158.0	994	24451
now	158.0	161.0	994	24451
but	161.0	164.0	994	24451
at	164.0	173.0	994	24451
the	173.0	174.0	994	24451
very	174.0	176.0	994	24451
least	176.0	182.0	994	24451
we	182.0	185.0	994	24451
should	185.0	188.0	994	24451
have	188.0	194.0	994	24451
realistic	194.0	198.0	994	24451
mannequin	198.0	207.0	994	24451
so	207.0	210.0	994	24451
you	210.0	212.0	994	24451
can	212.0	215.0	994	24451
see	215.0	216.0	994	24451
how	216.0	219.0	994	24451
the	219.0	221.0	994	24451
clothes	221.0	225.0	994	24451
look	225.0	228.0	994	24451
when	228.0	231.0	994	24451
people	231.0	233.0	994	24451
wear	233.0	239.0	994	24451
them	239.0	240.0	994	24451
we	240.0	243.0	994	24451
should	243.0	246.0	994	24451
have	246.0	249.0	994	24451
mannequins	249.0	261.0	994	24451
with	261.0	263.0	994	24451
bellies	263.0	272.0	994	24451
and	272.0	278.0	994	24451
keeping	0.0	0.0	995	18689
me	0.0	5.0	995	18689
awake	5.0	18.0	995	18689
today	18.0	23.0	995	18689
and	23.0	29.0	995	18689
then	29.0	32.0	995	18689
keeping	32.0	36.0	995	18689
me	36.0	39.0	995	18689
happy	39.0	42.0	995	18689
and	42.0	47.0	995	18689
then	47.0	48.0	995	18689
coming	48.0	54.0	995	18689
out	54.0	56.0	995	18689
here	56.0	57.0	995	18689
seeing	57.0	63.0	995	18689
your	63.0	69.0	995	18689
smiling	69.0	75.0	995	18689
faces	75.0	81.0	995	18689
that	81.0	89.0	995	18689
is	89.0	92.0	995	18689
that's	92.0	95.0	995	18689
what	95.0	99.0	995	18689
time	99.0	104.0	995	18689
is	104.0	105.0	995	18689
it	105.0	159.0	995	18689
don't	0.0	0.0	997	108356
there's	0.0	4.0	997	108356
no	4.0	7.0	997	108356
it	7.0	10.0	997	108356
just	10.0	12.0	997	108356
as	12.0	15.0	997	108356
eye	15.0	16.0	997	108356
cream	16.0	19.0	997	108356
so	19.0	25.0	997	108356
I'm	25.0	27.0	997	108356
putting	27.0	33.0	997	108356
it	33.0	34.0	997	108356
there	34.0	40.0	997	108356
which	40.0	48.0	997	108356
is	48.0	49.0	997	108356
near	49.0	58.0	997	108356
your	58.0	60.0	997	108356
eye	60.0	70.0	997	108356
messages	0.0	0.0	999	107958
while	0.0	3.0	999	107958
you're	3.0	5.0	999	107958
driving	5.0	6.0	999	107958
you	6.0	18.0	999	107958
think	18.0	27.0	999	107958
advise	0.0	0.0	1000	110650
got	0.0	3.0	1000	110650
to	3.0	5.0	1000	110650
get	5.0	6.0	1000	110650
over	6.0	8.0	1000	110650
there	8.0	12.0	1000	110650
and	12.0	15.0	1000	110650
dietitians	15.0	26.0	1000	110650
party	26.0	30.0	1000	110650
you	30.0	32.0	1000	110650
have	32.0	37.0	1000	110650
then	0.0	1.0	1001	24160
I	1.0	2.0	1001	24160
go	2.0	4.0	1001	24160
home	4.0	5.0	1001	24160
and	5.0	19.0	1001	24160
I	19.0	22.0	1001	24160
come	22.0	25.0	1001	24160
here	25.0	28.0	1001	24160
and	28.0	29.0	1001	24160
I	29.0	31.0	1001	24160
go	31.0	32.0	1001	24160
home	32.0	35.0	1001	24160
to	35.0	37.0	1001	24160
come	37.0	40.0	1001	24160
here	40.0	43.0	1001	24160
and	43.0	43.0	1001	24160
go	43.0	46.0	1001	24160
home	46.0	46.0	1001	24160
sometimes	46.0	56.0	1001	24160
and	56.0	58.0	1001	24160
come	58.0	63.0	1001	24160
coming	0.0	4.0	1002	109315
up	4.0	7.0	1002	109315
and	7.0	12.0	1002	109315
then	12.0	15.0	1002	109315
for	15.0	24.0	1002	109315
every	24.0	25.0	1002	109315
washer	25.0	31.0	1002	109315
there's	31.0	34.0	1002	109315
always	34.0	36.0	1002	109315
a	36.0	39.0	1002	109315
new	39.0	40.0	1002	109315
list	40.0	45.0	1002	109315
that	45.0	48.0	1002	109315
comes	48.0	51.0	1002	109315
out	51.0	54.0	1002	109315
there's	54.0	57.0	1002	109315
best-dressed	57.0	64.0	1002	109315
or	64.0	69.0	1002	109315
most	69.0	72.0	1002	109315
powerful	72.0	81.0	1002	109315
or	81.0	82.0	1002	109315
most	82.0	87.0	1002	109315
scarves	87.0	103.0	1002	109315
everything	0.0	2.0	1003	110123
is	2.0	5.0	1003	110123
different	5.0	10.0	1003	110123
I	10.0	14.0	1003	110123
finally	14.0	20.0	1003	110123
understand	20.0	26.0	1003	110123
what	26.0	28.0	1003	110123
parents	28.0	34.0	1003	110123
go	34.0	37.0	1003	110123
through	37.0	38.0	1003	110123
when	38.0	43.0	1003	110123
their	43.0	44.0	1003	110123
kids	44.0	49.0	1003	110123
become	49.0	53.0	1003	110123
teenagers	53.0	59.0	1003	110123
I	59.0	64.0	1003	110123
look	64.0	67.0	1003	110123
at	67.0	68.0	1003	110123
my	68.0	68.0	1003	110123
phone	68.0	73.0	1003	110123
like	73.0	74.0	1003	110123
I	74.0	77.0	1003	110123
don't	77.0	80.0	1003	110123
even	80.0	82.0	1003	110123
know	82.0	86.0	1003	110123
you	86.0	89.0	1003	110123
anymore	89.0	91.0	1003	110123
why	91.0	113.0	1003	110123
do	113.0	118.0	1003	110123
you	118.0	118.0	1003	110123
hate	118.0	122.0	1003	110123
me	122.0	139.0	1003	110123
and	0.0	2.0	1004	21024
I'll	2.0	3.0	1004	21024
share	3.0	6.0	1004	21024
it	6.0	9.0	1004	21024
with	9.0	9.0	1004	21024
you	9.0	11.0	1004	21024
because	11.0	17.0	1004	21024
we	17.0	26.0	1004	21024
have	26.0	29.0	1004	21024
the	29.0	30.0	1004	21024
time	30.0	36.0	1004	21024
someone	36.0	63.0	1004	21024
asked	63.0	68.0	1004	21024
me	68.0	69.0	1004	21024
if	69.0	72.0	1004	21024
I	72.0	75.0	1004	21024
lost	75.0	80.0	1004	21024
weight	80.0	84.0	1004	21024
and	84.0	96.0	1004	21024
I	96.0	99.0	1004	21024
said	99.0	105.0	1004	21024
no	105.0	108.0	1004	21024
I	108.0	113.0	1004	21024
haven't	113.0	117.0	1004	21024
been	117.0	123.0	1004	21024
there	123.0	125.0	1004	21024
like	125.0	126.0	1004	21024
are	126.0	134.0	1004	21024
you	134.0	134.0	1004	21024
sure	134.0	135.0	1004	21024
are	135.0	138.0	1004	21024
you	138.0	140.0	1004	21024
really	140.0	143.0	1004	21024
look	143.0	147.0	1004	21024
like	147.0	147.0	1004	21024
you	147.0	150.0	1004	21024
lost	150.0	152.0	1004	21024
boy	152.0	155.0	1004	21024
that's	155.0	158.0	1004	21024
not	158.0	159.0	1004	21024
really	159.0	165.0	1004	21024
I	165.0	171.0	1004	21024
would	171.0	174.0	1004	21024
know	174.0	176.0	1004	21024
I	176.0	179.0	1004	21024
haven't	179.0	191.0	1004	21024
lost	191.0	192.0	1004	21024
weight	192.0	197.0	1004	21024
and	197.0	201.0	1004	21024
I	201.0	206.0	1004	21024
said	206.0	209.0	1004	21024
Hannah	209.0	323.0	1004	21024
didn't	323.0	327.0	1004	21024
nuke	327.0	330.0	1004	21024
haircut	330.0	339.0	1004	21024
or	339.0	342.0	1004	21024
something	342.0	354.0	1004	21024
heavy	354.0	357.0	1004	21024
whiten	357.0	362.0	1004	21024
your	362.0	363.0	1004	21024
teeth	363.0	366.0	1004	21024
and	366.0	369.0	1004	21024
like	369.0	372.0	1004	21024
I	372.0	374.0	1004	21024
know	374.0	378.0	1004	21024
I	378.0	389.0	1004	21024
really	389.0	392.0	1004	21024
nothing	392.0	410.0	1004	21024
I	410.0	413.0	1004	21024
there's	413.0	417.0	1004	21024
nothing	417.0	422.0	1004	21024
different	422.0	428.0	1004	21024
about	428.0	428.0	1004	21024
me	428.0	434.0	1004	21024
but	434.0	444.0	1004	21024
he	444.0	444.0	1004	21024
did	444.0	447.0	1004	21024
something	447.0	452.0	1004	21024
cuz	452.0	455.0	1004	21024
you	455.0	456.0	1004	21024
look	456.0	459.0	1004	21024
great	459.0	522.0	1004	21024
which	522.0	530.0	1004	21024
I'm	530.0	531.0	1004	21024
sure	531.0	533.0	1004	21024
they	533.0	536.0	1004	21024
meant	536.0	540.0	1004	21024
as	540.0	543.0	1004	21024
a	543.0	543.0	1004	21024
compliment	543.0	546.0	1004	21024
but	546.0	557.0	1004	21024
really	557.0	560.0	1004	21024
what	560.0	563.0	1004	21024
it	563.0	564.0	1004	21024
came	564.0	567.0	1004	21024
out	567.0	570.0	1004	21024
sounding	570.0	576.0	1004	21024
like	576.0	581.0	1004	21024
to	581.0	582.0	1004	21024
me	582.0	584.0	1004	21024
is	584.0	585.0	1004	21024
whatever	585.0	587.0	1004	21024
you	587.0	591.0	1004	21024
do	591.0	593.0	1004	21024
don't	593.0	594.0	1004	21024
go	594.0	597.0	1004	21024
back	597.0	600.0	1004	21024
to	600.0	603.0	1004	21024
how	603.0	605.0	1004	21024
you	605.0	606.0	1004	21024
used	606.0	611.0	1004	21024
to	611.0	611.0	1004	21024
be	611.0	639.0	1004	21024
you	639.0	642.0	1004	21024
are	642.0	644.0	1004	21024
a	644.0	645.0	1004	21024
mess	645.0	647.0	1004	21024
because	647.0	656.0	1004	21024
they	656.0	659.0	1004	21024
were	659.0	660.0	1004	21024
just	660.0	662.0	1004	21024
so	662.0	666.0	1004	21024
shocked	666.0	674.0	1004	21024
it	674.0	675.0	1004	21024
was	675.0	677.0	1004	21024
like	677.0	680.0	1004	21024
how	680.0	683.0	1004	21024
it	683.0	690.0	1004	21024
happened	690.0	698.0	1004	21024
you're	698.0	699.0	1004	21024
like	699.0	702.0	1004	21024
so	702.0	705.0	1004	21024
different	705.0	711.0	1004	21024
now	711.0	713.0	1004	21024
and	713.0	725.0	1004	21024
that's	725.0	731.0	1004	21024
when	731.0	735.0	1004	21024
I	735.0	735.0	1004	21024
realized	735.0	737.0	1004	21024
she	737.0	741.0	1004	21024
was	741.0	743.0	1004	21024
thinking	743.0	744.0	1004	21024
of	744.0	749.0	1004	21024
someone	749.0	753.0	1004	21024
completely	753.0	761.0	1004	21024
different	761.0	762.0	1004	21024
someone	762.0	770.0	1004	21024
fatter	770.0	776.0	1004	21024
with	776.0	779.0	1004	21024
longer	779.0	783.0	1004	21024
hair	783.0	785.0	1004	21024
and	785.0	788.0	1004	21024
bifocals	788.0	839.0	1004	21024
nothing	839.0	849.0	1004	21024
nothing	849.0	854.0	1004	21024
different	854.0	860.0	1004	21024
I	860.0	861.0	1004	21024
I	861.0	861.0	1004	21024
am	861.0	866.0	1004	21024
the	866.0	869.0	1004	21024
same	869.0	870.0	1004	21024
person	870.0	875.0	1004	21024
all	875.0	879.0	1004	21024
the	879.0	881.0	1004	21024
time	881.0	882.0	1004	21024
I	882.0	890.0	1004	21024
same	890.0	896.0	1004	21024
thing	896.0	900.0	1004	21024
same	900.0	905.0	1004	21024
very	905.0	912.0	1004	21024
rarely	912.0	917.0	1004	21024
change	917.0	923.0	1004	21024
the	923.0	924.0	1004	21024
only	924.0	927.0	1004	21024
thing	927.0	930.0	1004	21024
that	930.0	930.0	1004	21024
was	930.0	933.0	1004	21024
different	933.0	935.0	1004	21024
and	935.0	941.0	1004	21024
maybe	941.0	945.0	1004	21024
this	945.0	947.0	1004	21024
is	947.0	950.0	1004	21024
what	950.0	953.0	1004	21024
it	953.0	954.0	1004	21024
was	954.0	957.0	1004	21024
is	957.0	968.0	1004	21024
that	968.0	969.0	1004	21024
I	969.0	971.0	1004	21024
tried	971.0	977.0	1004	21024
a	977.0	977.0	1004	21024
new	977.0	978.0	1004	21024
deodorant	978.0	984.0	1004	21024
and	984.0	998.0	1004	21024
I	998.0	998.0	1004	21024
don't	998.0	1001.0	1004	21024
know	1001.0	1002.0	1004	21024
because	1002.0	1025.0	1004	21024
you	1025.0	1031.0	1004	21024
know	1031.0	1038.0	1004	21024
I	1038.0	1040.0	1004	21024
don't	1040.0	1043.0	1004	21024
really	1043.0	1044.0	1004	21024
fall	1044.0	1047.0	1004	21024
for	1047.0	1052.0	1004	21024
the	1052.0	1055.0	1004	21024
stuff	1055.0	1059.0	1004	21024
that	1059.0	1059.0	1004	21024
sometimes	1059.0	1068.0	1004	21024
when	1068.0	1070.0	1004	21024
it	1070.0	1071.0	1004	21024
when	1071.0	1073.0	1004	21024
they	1073.0	1074.0	1004	21024
advertise	1074.0	1083.0	1004	21024
it	1083.0	1085.0	1004	21024
so	1085.0	1088.0	1004	21024
fancy	1088.0	1095.0	1004	21024
I	1095.0	1101.0	1004	21024
think	1101.0	1106.0	1004	21024
maybe	1106.0	1112.0	1004	21024
it	1112.0	1113.0	1004	21024
is	1113.0	1118.0	1004	21024
there	1118.0	1121.0	1004	21024
is	1121.0	1122.0	1004	21024
a	1122.0	1124.0	1004	21024
difference	1124.0	1130.0	1004	21024
between	1130.0	1130.0	1004	21024
deodorant	1130.0	1137.0	1004	21024
and	1137.0	1140.0	1004	21024
I	1140.0	1142.0	1004	21024
tried	1142.0	1146.0	1004	21024
that	1146.0	1148.0	1004	21024
invisible	1148.0	1157.0	1004	21024
dry	1157.0	1161.0	1004	21024
supposedly	1161.0	1179.0	1004	21024
that's	1179.0	1185.0	1004	21024
what	1185.0	1190.0	1004	21024
I'll	1190.0	1191.0	1004	21024
stay	1191.0	1194.0	1004	21024
right	1194.0	1197.0	1004	21024
there	1197.0	1199.0	1004	21024
invisible	1199.0	1212.0	1004	21024
drive	1212.0	1218.0	1004	21024
today	1218.0	1239.0	1004	21024
it's	1239.0	1245.0	1004	21024
not	1245.0	1245.0	1004	21024
there's	1245.0	1251.0	1004	21024
no	1251.0	1254.0	1004	21024
such	1254.0	1257.0	1004	21024
thing	1257.0	1260.0	1004	21024
as	1260.0	1260.0	1004	21024
I	1260.0	1265.0	1004	21024
put	1265.0	1268.0	1004	21024
the	1268.0	1271.0	1004	21024
stuff	1271.0	1275.0	1004	21024
on	1275.0	1278.0	1004	21024
am	0.0	1.0	1005	20581
I	1.0	1.0	1005	20581
retaining	1.0	6.0	1005	20581
water	6.0	10.0	1005	20581
am	10.0	16.0	1005	20581
I	16.0	18.0	1005	20581
eating	18.0	21.0	1005	20581
too	21.0	22.0	1005	20581
much	22.0	25.0	1005	20581
