Word	start_frame	end_frame	chunk	interval_id
for	223.0	226.0	670	117346
song	226.0	230.0	670	117346
of	230.0	232.0	670	117346
the	232.0	232.0	670	117346
year	232.0	233.0	670	117346
are	233.0	239.0	670	117346
despacito	239.0	250.0	670	117346
and	250.0	259.0	670	117346
the	259.0	260.0	670	117346
song	260.0	265.0	670	117346
that	265.0	266.0	670	117346
will	266.0	269.0	670	117346
lose	269.0	275.0	670	117346
to	275.0	283.0	670	117346
despacito	283.0	287.0	670	117346
and	287.0	310.0	670	117346
we	310.0	311.0	670	117346
got	311.0	314.0	670	117346
that	314.0	316.0	670	117346
pretty	316.0	319.0	670	117346
much	319.0	322.0	670	117346
thank	322.0	350.0	670	117346
you	350.0	361.0	670	117346
Heather	0.0	28.0	675	116445
big	28.0	31.0	675	116445
International	31.0	34.0	675	116445
story	34.0	45.0	675	116445
be	45.0	60.0	675	116445
house	60.0	64.0	675	116445
in	64.0	67.0	675	116445
Pakistan	67.0	78.0	675	116445
where	78.0	84.0	675	116445
Osama	84.0	90.0	675	116445
Bin	90.0	94.0	675	116445
Laden	94.0	97.0	675	116445
was	97.0	100.0	675	116445
killed	100.0	105.0	675	116445
has	105.0	117.0	675	116445
been	117.0	121.0	675	116445
demolished	121.0	195.0	675	116445
yeah	195.0	201.0	675	116445
yeah	201.0	202.0	675	116445
but	202.0	223.0	675	116445
up	223.0	226.0	675	116445
but	226.0	228.0	675	116445
not	228.0	231.0	675	116445
before	231.0	234.0	675	116445
each	234.0	238.0	675	116445
member	238.0	244.0	675	116445
of	244.0	244.0	675	116445
Seal	244.0	250.0	675	116445
Team	250.0	250.0	675	116445
6	250.0	258.0	675	116445
was	258.0	259.0	675	116445
allowed	259.0	264.0	675	116445
to	264.0	265.0	675	116445
bring	265.0	268.0	675	116445
one	268.0	273.0	675	116445
date	273.0	279.0	675	116445
there	279.0	343.0	675	116445
knew	0.0	1.0	676	114293
that	1.0	3.0	676	114293
was	3.0	7.0	676	114293
bad	7.0	13.0	676	114293
but	13.0	15.0	676	114293
I	15.0	52.0	676	114293
I	52.0	58.0	676	114293
just	58.0	61.0	676	114293
left	61.0	64.0	676	114293
I	64.0	67.0	676	114293
was	67.0	77.0	676	114293
via	0.0	75.0	679	114685
yes	0.0	20.0	680	113916
state	20.0	47.0	680	113916
of	47.0	47.0	680	113916
Wisconsin	47.0	50.0	680	113916
announced	50.0	64.0	680	113916
it	64.0	68.0	680	113916
is	68.0	70.0	680	113916
suing	70.0	74.0	680	113916
food	74.0	83.0	680	113916
so	83.0	137.0	680	113916
cuz	137.0	170.0	680	113916
I	170.0	176.0	680	113916
tend	176.0	179.0	680	113916
to	179.0	179.0	680	113916
be	179.0	182.0	680	113916
heavy	182.0	187.0	680	113916
enough	187.0	191.0	680	113916
people	191.0	197.0	680	113916
and	197.0	220.0	680	113916
that's	220.0	221.0	680	113916
kind	221.0	227.0	680	113916
of	227.0	258.0	680	113916
conference	0.0	4.0	682	117102
yesterday	4.0	9.0	682	117102
George	9.0	22.0	682	117102
W	22.0	27.0	682	117102
bush	27.0	31.0	682	117102
said	31.0	37.0	682	117102
he	37.0	39.0	682	117102
wishes	39.0	43.0	682	117102
people	43.0	49.0	682	117102
would	49.0	51.0	682	117102
stop	51.0	55.0	682	117102
referring	55.0	58.0	682	117102
to	58.0	64.0	682	117102
his	64.0	67.0	682	117102
tax	67.0	73.0	682	117102
policy	73.0	81.0	682	117102
as	81.0	88.0	682	117102
the	88.0	91.0	682	117102
Bush	91.0	96.0	682	117102
tax	96.0	99.0	682	117102
cuts	99.0	129.0	682	117102
yeah	129.0	136.0	682	117102
he	136.0	142.0	682	117102
also	142.0	145.0	682	117102
wishes	145.0	150.0	682	117102
people	150.0	154.0	682	117102
would	154.0	156.0	682	117102
stop	156.0	159.0	682	117102
referring	159.0	160.0	682	117102
to	160.0	165.0	682	117102
his	165.0	168.0	682	117102
presidency	168.0	174.0	682	117102
as	174.0	183.0	682	117102
the	183.0	186.0	682	117102
8-year	186.0	195.0	682	117102
loopsie	195.0	334.0	682	117102
I	334.0	358.0	682	117102
like	358.0	361.0	682	117102
that	361.0	363.0	682	117102
move	363.0	367.0	682	117102
in	367.0	394.0	682	117102
Alabama	394.0	405.0	682	117102
a	405.0	415.0	682	117102
meth	415.0	421.0	682	117102
lab	421.0	423.0	682	117102
was	423.0	430.0	682	117102
found	430.0	432.0	682	117102
operating	432.0	444.0	682	117102
inside	444.0	456.0	682	117102
a	456.0	460.0	682	117102
Walmart	460.0	466.0	682	117102
bathroom	466.0	532.0	682	117102
on	532.0	538.0	682	117102
the	538.0	538.0	682	117102
Brightside	538.0	543.0	682	117102
Walmart's	543.0	553.0	682	117102
finally	553.0	561.0	682	117102
selling	561.0	570.0	682	117102
products	570.0	576.0	682	117102
that	576.0	582.0	682	117102
are	582.0	583.0	682	117102
made	583.0	585.0	682	117102
in	585.0	589.0	682	117102
America	589.0	591.0	682	117102
right	591.0	603.0	682	117102
now	603.0	652.0	682	117102
we	652.0	658.0	682	117102
can	658.0	661.0	682	117102
go	661.0	664.0	682	117102
back	664.0	731.0	682	117102
talking	0.0	1.0	683	116729
about	1.0	4.0	683	116729
yesterday	4.0	22.0	683	116729
the	22.0	28.0	683	116729
US	28.0	34.0	683	116729
experienced	34.0	44.0	683	116729
a	44.0	49.0	683	116729
series	49.0	55.0	683	116729
of	55.0	65.0	683	116729
Internet	65.0	74.0	683	116729
outages	74.0	80.0	683	116729
all	80.0	97.0	683	116729
across	97.0	100.0	683	116729
the	100.0	104.0	683	116729
u.s.	104.0	109.0	683	116729
yeah	109.0	112.0	683	116729
things	112.0	125.0	683	116729
got	125.0	128.0	683	116729
so	128.0	130.0	683	116729
bad	130.0	131.0	683	116729
we	131.0	137.0	683	116729
momentarily	137.0	148.0	683	116729
surpassed	148.0	158.0	683	116729
China	158.0	164.0	683	116729
in	164.0	169.0	683	116729
productivity	169.0	176.0	683	116729
we	176.0	188.0	683	116729
acting	0.0	4.0	684	116731
crazy	4.0	12.0	684	116731
I	12.0	18.0	684	116731
tourism	0.0	2.0	685	118290
they	2.0	16.0	685	118290
have	16.0	19.0	685	118290
a	19.0	19.0	685	118290
new	19.0	20.0	685	118290
slogan	20.0	28.0	685	118290
come	28.0	32.0	685	118290
for	32.0	37.0	685	118290
our	37.0	37.0	685	118290
glorious	37.0	44.0	685	118290
sites	44.0	52.0	685	118290
stay	52.0	59.0	685	118290
because	59.0	64.0	685	118290
you	64.0	68.0	685	118290
saw	68.0	73.0	685	118290
too	73.0	77.0	685	118290
much	77.0	224.0	685	118290
Chipotle	224.0	238.0	685	118290
in	238.0	241.0	685	118290
the	241.0	241.0	685	118290
news	241.0	242.0	685	118290
Chipotle	242.0	253.0	685	118290
okay	253.0	275.0	685	118290
that's	275.0	280.0	685	118290
nice	280.0	283.0	685	118290
are	283.0	305.0	685	118290
you	305.0	307.0	685	118290
coming	307.0	313.0	685	118290
from	313.0	316.0	685	118290
there	316.0	320.0	685	118290
or	320.0	323.0	685	118290
going	323.0	326.0	685	118290
there	326.0	329.0	685	118290
after	329.0	334.0	685	118290
the	334.0	340.0	685	118290
taping	340.0	346.0	685	118290
yeah	346.0	349.0	685	118290
Chipotle	349.0	365.0	685	118290
is	365.0	370.0	685	118290
testing	370.0	379.0	685	118290
deliveries	379.0	388.0	685	118290
by	388.0	391.0	685	118290
drone	391.0	478.0	685	118290
spokesman	478.0	487.0	685	118290
for	487.0	488.0	685	118290
Chipotle	488.0	497.0	685	118290
set	497.0	500.0	685	118290
up	500.0	503.0	685	118290
our	503.0	505.0	685	118290
food	505.0	509.0	685	118290
is	509.0	512.0	685	118290
going	512.0	514.0	685	118290
to	514.0	515.0	685	118290
come	515.0	518.0	685	118290
flying	518.0	521.0	685	118290
out	521.0	526.0	685	118290
of	526.0	527.0	685	118290
you	527.0	529.0	685	118290
it	529.0	532.0	685	118290
might	532.0	533.0	685	118290
as	533.0	535.0	685	118290
well	535.0	536.0	685	118290
fly	536.0	542.0	685	118290
into	542.0	547.0	685	118290
you	547.0	548.0	685	118290
like	548.0	550.0	685	118290
that	550.0	616.0	685	118290
is	0.0	155.0	693	114445
celebrating	155.0	164.0	693	114445
Halloween	164.0	168.0	693	114445
by	168.0	179.0	693	114445
offering	179.0	185.0	693	114445
a	185.0	186.0	693	114445
hamburger	186.0	197.0	693	114445
in	197.0	206.0	693	114445
a	206.0	207.0	693	114445
blue	207.0	215.0	693	114445
bun	215.0	222.0	693	114445
sprinkled	222.0	237.0	693	114445
with	237.0	240.0	693	114445
real	240.0	248.0	693	114445
ants	248.0	258.0	693	114445
and	258.0	263.0	693	114445
worms	263.0	287.0	693	114445
yea	287.0	293.0	693	114445
yea	293.0	293.0	693	114445
or	293.0	315.0	693	114445
is	315.0	320.0	693	114445
Arby's	320.0	327.0	693	114445
closed	327.0	332.0	693	114445
at	332.0	333.0	693	114445
the	333.0	336.0	693	114445
number	336.0	339.0	693	114445
six	339.0	347.0	693	114445
I	347.0	351.0	693	114445
said	351.0	353.0	693	114445
you	353.0	356.0	693	114445
said	356.0	359.0	693	114445
that	359.0	360.0	693	114445
is	360.0	363.0	693	114445
really	363.0	366.0	693	114445
just	366.0	369.0	693	114445
let	369.0	378.0	693	114445
her	378.0	383.0	693	114445
know	383.0	470.0	693	114445
what	470.0	474.0	693	114445
flag	474.0	483.0	693	114445
did	483.0	486.0	693	114445
you	486.0	489.0	693	114445
bring	489.0	492.0	693	114445
a	492.0	492.0	693	114445
flag	492.0	500.0	693	114445
every	0.0	1.0	694	118580
night	1.0	75.0	694	118580
I	0.0	37.0	696	119344
don't	37.0	40.0	696	119344
even	40.0	41.0	696	119344
know	41.0	44.0	696	119344
what	44.0	47.0	696	119344
that	47.0	49.0	696	119344
neck	49.0	82.0	696	119344
it	82.0	88.0	696	119344
just	88.0	96.0	696	119344
I	0.0	16.0	697	115166
press	16.0	21.0	697	115166
secretary	21.0	28.0	697	115166
Sean	28.0	30.0	697	115166
Spicer	30.0	34.0	697	115166
now	34.0	42.0	697	115166
says	42.0	48.0	697	115166
that	48.0	49.0	697	115166
President	49.0	58.0	697	115166
Trump	58.0	61.0	697	115166
didn't	61.0	73.0	697	115166
literally	73.0	81.0	697	115166
mean	81.0	84.0	697	115166
that	84.0	97.0	697	115166
President	97.0	105.0	697	115166
Obama	105.0	112.0	697	115166
the	0.0	5.0	698	115728
NFL	5.0	17.0	698	115728
is	17.0	20.0	698	115728
warning	20.0	30.0	698	115728
teams	30.0	38.0	698	115728
that	38.0	40.0	698	115728
they	40.0	41.0	698	115728
are	41.0	45.0	698	115728
not	45.0	49.0	698	115728
allowed	49.0	56.0	698	115728
to	56.0	61.0	698	115728
ask	61.0	65.0	698	115728
a	65.0	67.0	698	115728
potential	67.0	73.0	698	115728
draft	73.0	80.0	698	115728
pick	80.0	85.0	698	115728
if	85.0	88.0	698	115728
he's	88.0	91.0	698	115728
gay	91.0	112.0	698	115728
yeah	112.0	118.0	698	115728
whoever	118.0	133.0	698	115728
they	133.0	135.0	698	115728
are	135.0	136.0	698	115728
allowed	136.0	140.0	698	115728
to	140.0	140.0	698	115728
ask	140.0	146.0	698	115728
him	146.0	148.0	698	115728
to	148.0	150.0	698	115728
go	150.0	151.0	698	115728
deep	151.0	158.0	698	115728
and	158.0	163.0	698	115728
see	163.0	166.0	698	115728
what	166.0	169.0	698	115728
he	169.0	169.0	698	115728
does	169.0	186.0	698	115728
surprising	0.0	1.0	699	119436
news	1.0	9.0	699	119436
ladies	9.0	28.0	699	119436
and	28.0	30.0	699	119436
gentlemen	30.0	36.0	699	119436
about	36.0	40.0	699	119436
Harry	40.0	51.0	699	119436
Potter	51.0	63.0	699	119436
star	63.0	69.0	699	119436
Daniel	69.0	76.0	699	119436
Radcliffe	76.0	84.0	699	119436
have	84.0	85.0	699	119436
you	85.0	87.0	699	119436
heard	87.0	90.0	699	119436
this	90.0	93.0	699	119436
shocking	93.0	108.0	699	119436
Revelation	108.0	118.0	699	119436
Daniel	118.0	124.0	699	119436
Radcliffe	124.0	130.0	699	119436
admitted	130.0	141.0	699	119436
he's	141.0	153.0	699	119436
had	153.0	156.0	699	119436
sex	156.0	165.0	699	119436
with	165.0	172.0	699	119436
Harry	172.0	178.0	699	119436
Potter	178.0	181.0	699	119436
groupies	181.0	255.0	699	119436
that's	255.0	262.0	699	119436
true	262.0	265.0	699	119436
yeah	265.0	271.0	699	119436
his	271.0	277.0	699	119436
exact	277.0	283.0	699	119436
quote	283.0	288.0	699	119436
was	288.0	288.0	699	119436
I	288.0	292.0	699	119436
put	292.0	295.0	699	119436
my	295.0	298.0	699	119436
wand	298.0	306.0	699	119436
in	306.0	307.0	699	119436
their	307.0	309.0	699	119436
Chamber	309.0	316.0	699	119436
of	316.0	318.0	699	119436
Secrets	318.0	448.0	699	119436
General	0.0	1.0	700	118289
Petraeus	1.0	3.0	700	118289
calls	3.0	12.0	700	118289
it	12.0	13.0	700	118289
hump	13.0	18.0	700	118289
day	18.0	134.0	700	118289
a	0.0	77.0	701	114673
sex	77.0	83.0	701	114673
toy	83.0	83.0	701	114673
company	83.0	92.0	701	114673
is	92.0	95.0	701	114673
creating	95.0	97.0	701	114673
a	97.0	101.0	701	114673
new	101.0	103.0	701	114673
product	103.0	110.0	701	114673
inspired	110.0	118.0	701	114673
by	118.0	121.0	701	114673
Game	121.0	127.0	701	114673
of	127.0	128.0	701	114673
Thrones	128.0	203.0	701	114673
got	203.0	209.0	701	114673
their	209.0	212.0	701	114673
motto	212.0	217.0	701	114673
is	217.0	220.0	701	114673
why	220.0	221.0	701	114673
should	221.0	226.0	701	114673
winter	226.0	232.0	701	114673
be	232.0	235.0	701	114673
the	235.0	236.0	701	114673
only	236.0	242.0	701	114673
thing	242.0	244.0	701	114673
coming	244.0	271.0	701	114673
new	0.0	0.0	703	115338
article	0.0	3.0	703	115338
on	3.0	8.0	703	115338
President	8.0	11.0	703	115338
Trump	11.0	18.0	703	115338
and	18.0	20.0	703	115338
says	20.0	23.0	703	115338
he	23.0	26.0	703	115338
views	26.0	32.0	703	115338
each	32.0	36.0	703	115338
workday	36.0	42.0	703	115338
like	42.0	53.0	703	115338
an	53.0	54.0	703	115338
episode	54.0	62.0	703	115338
of	62.0	63.0	703	115338
a	63.0	63.0	703	115338
TV	63.0	65.0	703	115338
show	65.0	74.0	703	115338
yes	74.0	105.0	703	115338
like	105.0	111.0	703	115338
a	111.0	111.0	703	115338
TV	111.0	116.0	703	115338
show	116.0	120.0	703	115338
and	120.0	134.0	703	115338
weigh	134.0	137.0	703	115338
Tronix	137.0	140.0	703	115338
right	140.0	144.0	703	115338
because	144.0	150.0	703	115338
with	150.0	152.0	703	115338
his	152.0	155.0	703	115338
low	155.0	158.0	703	115338
ratings	158.0	164.0	703	115338
people	164.0	167.0	703	115338
are	167.0	168.0	703	115338
wondering	168.0	173.0	703	115338
why	173.0	176.0	703	115338
has	176.0	179.0	703	115338
been	179.0	180.0	703	115338
canceled	180.0	188.0	703	115338
yet	188.0	278.0	703	115338
you	278.0	284.0	703	115338
still	284.0	290.0	703	115338
there	290.0	321.0	703	115338
Hotel	321.0	342.0	703	115338
too	0.0	2.0	705	118811
kind	2.0	8.0	705	118811
on	8.0	9.0	705	118811
that	9.0	11.0	705	118811
one	11.0	21.0	705	118811
a	0.0	0.0	706	117528
lemon	0.0	1.0	706	117528
and	1.0	12.0	706	117528
fire	12.0	18.0	706	117528
someone	18.0	26.0	706	117528
site	0.0	4.0	708	114501
I	4.0	5.0	708	114501
was	5.0	5.0	708	114501
fasting	5.0	11.0	708	114501
in	11.0	16.0	708	114501
your	16.0	19.0	708	114501
report	19.0	23.0	708	114501
came	23.0	28.0	708	114501
out	28.0	31.0	708	114501
it	31.0	32.0	708	114501
says	32.0	38.0	708	114501
made	0.0	1.0	712	117608
that	1.0	2.0	712	117608
up	2.0	4.0	712	117608
today	4.0	31.0	712	117608
house	31.0	38.0	712	117608
Speaker	38.0	43.0	712	117608
Paul	43.0	46.0	712	117608
Ryan	46.0	52.0	712	117608
defended	52.0	61.0	712	117608
Donald	61.0	65.0	712	117608
Trump's	65.0	70.0	712	117608
Behavior	70.0	73.0	712	117608
saying	73.0	83.0	712	117608
the	83.0	89.0	712	117608
president's	89.0	100.0	712	117608
new	100.0	103.0	712	117608
at	103.0	109.0	712	117608
this	109.0	152.0	712	117608
Brian	152.0	161.0	712	117608
said	161.0	163.0	712	117608
and	163.0	166.0	712	117608
by	166.0	167.0	712	117608
this	167.0	169.0	712	117608
I	169.0	173.0	712	117608
mean	173.0	173.0	712	117608
following	173.0	184.0	712	117608
the	184.0	188.0	712	117608
law	188.0	281.0	712	117608
the	0.0	44.0	713	117194
US	44.0	50.0	713	117194
state	50.0	53.0	713	117194
department	53.0	56.0	713	117194
has	56.0	66.0	713	117194
hired	66.0	75.0	713	117194
a	75.0	77.0	713	117194
female	77.0	87.0	713	117194
anchor	87.0	95.0	713	117194
away	95.0	99.0	713	117194
from	99.0	104.0	713	117194
Fox	104.0	110.0	713	117194
News	110.0	111.0	713	117194
yeah	111.0	128.0	713	117194
State	128.0	147.0	713	117194
Department	147.0	153.0	713	117194
describes	153.0	159.0	713	117194
it	159.0	159.0	713	117194
is	159.0	161.0	713	117194
more	161.0	170.0	713	117194
of	170.0	170.0	713	117194
a	170.0	171.0	713	117194
rescue	171.0	179.0	713	117194
mission	179.0	241.0	713	117194
I've	0.0	7.0	714	116050
been	7.0	9.0	714	116050
uptight	9.0	16.0	714	116050
hillbilly	16.0	24.0	714	116050
on	24.0	54.0	714	116050
Friday	54.0	60.0	714	116050
Mitt	60.0	63.0	714	116050
Romney	63.0	69.0	714	116050
disclosed	69.0	76.0	714	116050
his	76.0	79.0	714	116050
earnings	79.0	87.0	714	116050
he	87.0	90.0	714	116050
is	90.0	94.0	714	116050
worth	94.0	99.0	714	116050
between	99.0	103.0	714	116050
190	103.0	120.0	714	116050
and	120.0	121.0	714	116050
250	121.0	139.0	714	116050
million	139.0	151.0	714	116050
dollars	151.0	187.0	714	116050
mommy	187.0	202.0	714	116050
says	202.0	205.0	714	116050
there's	205.0	207.0	714	116050
a	207.0	210.0	714	116050
60	210.0	216.0	714	116050
million	216.0	220.0	714	116050
dollar	220.0	225.0	714	116050
discrepancy	225.0	234.0	714	116050
cuz	234.0	238.0	714	116050
they're	238.0	240.0	714	116050
still	240.0	243.0	714	116050
one	243.0	246.0	714	116050
pair	246.0	247.0	714	116050
of	247.0	249.0	714	116050
jeans	249.0	250.0	714	116050
we	250.0	256.0	714	116050
hasn't	256.0	259.0	714	116050
checked	259.0	261.0	714	116050
the	261.0	264.0	714	116050
pockets	264.0	284.0	714	116050
I	0.0	1.0	715	117848
love	1.0	5.0	715	117848
you	5.0	8.0	715	117848
baby	8.0	91.0	715	117848
not	91.0	107.0	715	117848
a	107.0	109.0	715	117848
fan	109.0	140.0	715	117848
as	140.0	146.0	715	117848
an	146.0	149.0	715	117848
infection	149.0	184.0	715	117848
you're	184.0	188.0	715	117848
laughing	188.0	193.0	715	117848
really	193.0	196.0	715	117848
hard	196.0	199.0	715	117848
at	199.0	203.0	715	117848
that	203.0	205.0	715	117848
and	205.0	211.0	715	117848
types	0.0	24.0	716	119935
will	0.0	64.0	717	117342
be	64.0	66.0	717	117342
replacing	66.0	75.0	717	117342
the	75.0	90.0	717	117342
women's	90.0	97.0	717	117342
beach	97.0	102.0	717	117342
volleyball	102.0	111.0	717	117342
bikinis	111.0	120.0	717	117342
with	120.0	123.0	717	117342
uniforms	123.0	132.0	717	117342
that	132.0	133.0	717	117342
are	133.0	135.0	717	117342
less	135.0	141.0	717	117342
revealing	141.0	163.0	717	117342
that's	163.0	169.0	717	117342
true	169.0	174.0	717	117342
daddy	174.0	195.0	717	117342
stricter	195.0	202.0	717	117342
dress	202.0	205.0	717	117342
code	205.0	210.0	717	117342
was	210.0	213.0	717	117342
made	213.0	217.0	717	117342
to	217.0	219.0	717	117342
appease	219.0	225.0	717	117342
the	225.0	226.0	717	117342
conservative	226.0	235.0	717	117342
nation	235.0	238.0	717	117342
of	238.0	244.0	717	117342
buzzkill	244.0	253.0	717	117342
Ass	253.0	258.0	717	117342
Fan	258.0	303.0	717	117342
fun	303.0	309.0	717	117342
people	309.0	315.0	717	117342
there	315.0	337.0	717	117342
the	337.0	343.0	717	117342
cast	343.0	354.0	717	117342
of	354.0	355.0	717	117342
Modern	355.0	358.0	717	117342
Family	358.0	360.0	717	117342
you	360.0	366.0	717	117342
may	366.0	369.0	717	117342
have	369.0	370.0	717	117342
heard	370.0	373.0	717	117342
about	373.0	375.0	717	117342
this	375.0	379.0	717	117342
story	379.0	430.0	717	117342
turn	430.0	436.0	717	117342
the	436.0	438.0	717	117342
news	438.0	442.0	717	117342
the	442.0	444.0	717	117342
cast	444.0	450.0	717	117342
of	450.0	451.0	717	117342
Modern	451.0	454.0	717	117342
Family	454.0	457.0	717	117342
have	457.0	472.0	717	117342
delayed	472.0	480.0	717	117342
production	480.0	489.0	717	117342
for	489.0	490.0	717	117342
the	490.0	490.0	717	117342
new	490.0	493.0	717	117342
season	493.0	496.0	717	117342
due	496.0	501.0	717	117342
to	501.0	502.0	717	117342
a	502.0	504.0	717	117342
contract	504.0	516.0	717	117342
dispute	516.0	516.0	717	117342
yeah	516.0	546.0	717	117342
I	546.0	558.0	717	117342
think	558.0	559.0	717	117342
I	559.0	562.0	717	117342
speak	562.0	567.0	717	117342
on	567.0	570.0	717	117342
behalf	570.0	571.0	717	117342
of	571.0	576.0	717	117342
men	576.0	580.0	717	117342
everywhere	580.0	586.0	717	117342
when	586.0	589.0	717	117342
I	589.0	591.0	717	117342
say	591.0	595.0	717	117342
give	595.0	601.0	717	117342
Sofia	601.0	609.0	717	117342
Vergara	609.0	613.0	717	117342
whatever	613.0	631.0	717	117342
she	631.0	634.0	717	117342
wants	634.0	765.0	717	117342
interesting	765.0	774.0	717	117342
story	774.0	778.0	717	117342
in	778.0	778.0	717	117342
the	778.0	780.0	717	117342
news	780.0	784.0	717	117342
a	784.0	786.0	717	117342
recent	786.0	795.0	717	117342
study	795.0	796.0	717	117342
shows	796.0	802.0	717	117342
that	802.0	804.0	717	117342
smoking	804.0	808.0	717	117342
marijuana	808.0	822.0	717	117342
can	822.0	831.0	717	117342
help	831.0	837.0	717	117342
eliminate	837.0	843.0	717	117342
diarrhea	843.0	874.0	717	117342
strip	874.0	921.0	717	117342
the	921.0	925.0	717	117342
finding	925.0	933.0	717	117342
was	933.0	934.0	717	117342
called	934.0	939.0	717	117342
significant	939.0	948.0	717	117342
by	948.0	951.0	717	117342
doctors	951.0	958.0	717	117342
and	958.0	964.0	717	117342
a	964.0	967.0	717	117342
win-win	967.0	978.0	717	117342
by	978.0	981.0	717	117342
Taco	981.0	988.0	717	117342
Bell	988.0	1134.0	717	117342
you	0.0	1.0	718	119062
would	1.0	4.0	718	119062
talk	4.0	5.0	718	119062
planets	5.0	71.0	718	119062
astronomers	71.0	85.0	718	119062
announce	85.0	95.0	718	119062
they	95.0	98.0	718	119062
have	98.0	100.0	718	119062
found	100.0	103.0	718	119062
a	103.0	106.0	718	119062
second	106.0	116.0	718	119062
Red	116.0	121.0	718	119062
Spot	121.0	125.0	718	119062
on	125.0	127.0	718	119062
Jupiter	127.0	134.0	718	119062
second	134.0	149.0	718	119062
Red	149.0	152.0	718	119062
Spot	152.0	157.0	718	119062
on	157.0	158.0	718	119062
Jupiter	158.0	163.0	718	119062
yeah	163.0	166.0	718	119062
pretty	166.0	170.0	718	119062
cool	170.0	176.0	718	119062
they	176.0	187.0	718	119062
believe	187.0	191.0	718	119062
the	191.0	193.0	718	119062
new	193.0	194.0	718	119062
spot	194.0	199.0	718	119062
it	199.0	200.0	718	119062
was	200.0	200.0	718	119062
a	200.0	202.0	718	119062
result	202.0	203.0	718	119062
of	203.0	208.0	718	119062
hooking	208.0	214.0	718	119062
up	214.0	215.0	718	119062
with	215.0	218.0	718	119062
Neptune	218.0	226.0	718	119062
so	226.0	230.0	718	119062
possibly	230.0	348.0	718	119062
communications	0.0	6.0	719	115157
director	6.0	8.0	719	115157
hope	8.0	15.0	719	115157
Hicks	15.0	21.0	719	115157
is	21.0	24.0	719	115157
stepping	24.0	32.0	719	115157
down	32.0	33.0	719	115157
she	33.0	44.0	719	115157
is	44.0	45.0	719	115157
stepping	45.0	48.0	719	115157
down	48.0	51.0	719	115157
that	51.0	56.0	719	115157
was	56.0	56.0	719	115157
just	56.0	59.0	719	115157
another	59.0	60.0	719	115157
couple	60.0	65.0	719	115157
hours	65.0	66.0	719	115157
ago	66.0	69.0	719	115157
yeah	69.0	83.0	719	115157
what's	83.0	113.0	719	115157
going	113.0	114.0	719	115157
on	114.0	117.0	719	115157
in	117.0	119.0	719	115157
here	119.0	120.0	719	115157
making	120.0	143.0	719	115157
Barnyard	143.0	155.0	719	115157
sounds	155.0	228.0	719	115157
true	228.0	234.0	719	115157
story	234.0	240.0	719	115157
White	240.0	243.0	719	115157
House	243.0	246.0	719	115157
communications	246.0	254.0	719	115157
director	254.0	254.0	719	115157
hope	254.0	261.0	719	115157
Hicks	261.0	266.0	719	115157
reportedly	266.0	275.0	719	115157
admitted	275.0	285.0	719	115157
to	285.0	287.0	719	115157
investigators	287.0	290.0	719	115157
that	290.0	306.0	719	115157
she	306.0	309.0	719	115157
told	309.0	312.0	719	115157
some	312.0	318.0	719	115157
white	318.0	324.0	719	115157
lies	324.0	335.0	719	115157
on	335.0	341.0	719	115157
behalf	341.0	347.0	719	115157
of	347.0	347.0	719	115157
President	347.0	348.0	719	115157
Trump	348.0	371.0	719	115157
yeah	371.0	377.0	719	115157
yeah	377.0	378.0	719	115157
Dan	378.0	396.0	719	115157
Hicks	396.0	405.0	719	115157
and	0.0	11.0	721	119175
get	11.0	14.0	721	119175
this	14.0	15.0	721	119175
ladies	15.0	21.0	721	119175
he's	21.0	30.0	721	119175
single	30.0	68.0	721	119175
right	0.0	27.0	722	119905
Mitt	27.0	34.0	722	119905
Romney	34.0	39.0	722	119905
working	39.0	43.0	722	119905
very	43.0	45.0	722	119905
hard	45.0	46.0	722	119905
to	46.0	49.0	722	119905
close	49.0	52.0	722	119905
the	52.0	55.0	722	119905
gap	55.0	60.0	722	119905
with	60.0	61.0	722	119905
Obama	61.0	69.0	722	119905
it's	69.0	78.0	722	119905
rumored	78.0	84.0	722	119905
that	84.0	85.0	722	119905
in	85.0	88.0	722	119905
a	88.0	90.0	722	119905
recent	90.0	94.0	722	119905
Univision	94.0	103.0	722	119905
interview	103.0	109.0	722	119905
Mitt	109.0	121.0	722	119905
Romney	121.0	127.0	722	119905
wore	127.0	130.0	722	119905
dark	130.0	135.0	722	119905
makeup	135.0	142.0	722	119905
to	142.0	145.0	722	119905
appeal	145.0	154.0	722	119905
to	154.0	165.0	722	119905
Latino	165.0	172.0	722	119905
voters	172.0	223.0	722	119905
yeah	223.0	228.0	722	119905
I	228.0	234.0	722	119905
know	234.0	246.0	722	119905
about	246.0	247.0	722	119905
you	247.0	250.0	722	119905
but	250.0	252.0	722	119905
I	252.0	253.0	722	119905
can't	253.0	258.0	722	119905
wait	258.0	261.0	722	119905
to	261.0	262.0	722	119905
see	262.0	262.0	722	119905
romi's	262.0	268.0	722	119905
appearance	268.0	274.0	722	119905
on	274.0	277.0	722	119905
BET	277.0	316.0	722	119905
I	316.0	321.0	722	119905
cannot	321.0	325.0	722	119905
wait	325.0	358.0	722	119905
quick	0.0	1.0	729	115574
thing	1.0	4.0	729	115574
up	4.0	6.0	729	115574
top	6.0	10.0	729	115574
if	10.0	15.0	729	115574
you're	15.0	16.0	729	115574
tuning	16.0	22.0	729	115574
in	22.0	25.0	729	115574
